"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"movie theaters near me","1K+","July 29, 2026 at 10:50:00 PM UTC+9","July 31, 2026 at 2:30:00 AM UTC+9","movie theaters near me","https://trends.google.com/trends/explore?q=movie%20theaters%20near%20me&geo=KR&hl=en-US"
"japan earthquake","5K+","July 28, 2026 at 4:40:00 PM UTC+9","July 29, 2026 at 11:10:00 AM UTC+9","japan earthquake,tsmc,kumamoto,earthquake,kumamoto earthquake","https://trends.google.com/trends/explore?q=japan%20earthquake&geo=KR&hl=en-US"
"what is a heat index","1K+","July 29, 2026 at 11:30:00 PM UTC+9","July 30, 2026 at 6:40:00 PM UTC+9","what is a heat index","https://trends.google.com/trends/explore?q=what%20is%20a%20heat%20index&geo=KR&hl=en-US"
"킬러들의 쇼핑몰 시즌2","2K+","July 29, 2026 at 5:40:00 AM UTC+9","July 29, 2026 at 9:20:00 AM UTC+9","킬러들의 쇼핑몰 시즌2","https://trends.google.com/trends/explore?q=%ED%82%AC%EB%9F%AC%EB%93%A4%EC%9D%98%20%EC%87%BC%ED%95%91%EB%AA%B0%20%EC%8B%9C%EC%A6%8C2&geo=KR&hl=en-US"
"김천상무 대 수원fc","2K+","July 29, 2026 at 6:40:00 PM UTC+9","July 30, 2026 at 7:30:00 AM UTC+9","김천상무 대 수원fc","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%B2%9C%EC%83%81%EB%AC%B4%20%EB%8C%80%20%EC%88%98%EC%9B%90fc&geo=KR&hl=en-US"
"1호선","200+","August 3, 2026 at 5:40:00 PM UTC+9","August 3, 2026 at 7:50:00 PM UTC+9","1호선","https://trends.google.com/trends/explore?q=1%ED%98%B8%EC%84%A0&geo=KR&hl=en-US"
"셔츠","1K+","July 31, 2026 at 4:30:00 PM UTC+9","July 31, 2026 at 9:20:00 PM UTC+9","셔츠","https://trends.google.com/trends/explore?q=%EC%85%94%EC%B8%A0&geo=KR&hl=en-US"
"하이닉스 주주 환원","2K+","July 29, 2026 at 2:20:00 PM UTC+9","July 30, 2026 at 7:40:00 AM UTC+9","하이닉스 주주 환원,삼성전자 컨퍼런스콜,삼성 전자 컨퍼런스 콜","https://trends.google.com/trends/explore?q=%ED%95%98%EC%9D%B4%EB%8B%89%EC%8A%A4%20%EC%A3%BC%EC%A3%BC%20%ED%99%98%EC%9B%90&geo=KR&hl=en-US"
"옥수수 버거","1K+","August 1, 2026 at 9:40:00 PM UTC+9","August 2, 2026 at 12:40:00 AM UTC+9","옥수수 버거,맥도날드 옥수수,맥도날드","https://trends.google.com/trends/explore?q=%EC%98%A5%EC%88%98%EC%88%98%20%EB%B2%84%EA%B1%B0&geo=KR&hl=en-US"
"nvda","200+","August 4, 2026 at 6:40:00 AM UTC+9","August 4, 2026 at 7:00:00 AM UTC+9","nvda","https://trends.google.com/trends/explore?q=nvda&geo=KR&hl=en-US"
"대학 입시","500+","July 31, 2026 at 6:00:00 PM UTC+9","August 1, 2026 at 8:30:00 AM UTC+9","대학 입시","https://trends.google.com/trends/explore?q=%EB%8C%80%ED%95%99%20%EC%9E%85%EC%8B%9C&geo=KR&hl=en-US"
"donald trump","1K+","July 29, 2026 at 10:10:00 PM UTC+9","July 30, 2026 at 6:40:00 PM UTC+9","donald trump","https://trends.google.com/trends/explore?q=donald%20trump&geo=KR&hl=en-US"
"경향신문","200+","August 2, 2026 at 6:50:00 PM UTC+9","August 3, 2026 at 8:20:00 AM UTC+9","경향신문","https://trends.google.com/trends/explore?q=%EA%B2%BD%ED%96%A5%EC%8B%A0%EB%AC%B8&geo=KR&hl=en-US"
"미켈 아르테타","500+","August 3, 2026 at 7:20:00 AM UTC+9","August 3, 2026 at 9:30:00 AM UTC+9","미켈 아르테타,비니시우스 주니오르,레알마드리드","https://trends.google.com/trends/explore?q=%EB%AF%B8%EC%BC%88%20%EC%95%84%EB%A5%B4%ED%85%8C%ED%83%80&geo=KR&hl=en-US"
"lig 디펜스&에어로스페이스","1K+","July 29, 2026 at 2:50:00 PM UTC+9","July 29, 2026 at 9:30:00 PM UTC+9","lig 디펜스&에어로스페이스","https://trends.google.com/trends/explore?q=lig%20%EB%94%94%ED%8E%9C%EC%8A%A4%26%EC%97%90%EC%96%B4%EB%A1%9C%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4&geo=KR&hl=en-US"
"강민호","2K+","July 29, 2026 at 5:30:00 PM UTC+9","July 30, 2026 at 7:10:00 AM UTC+9","강민호","https://trends.google.com/trends/explore?q=%EA%B0%95%EB%AF%BC%ED%98%B8&geo=KR&hl=en-US"
"해고","1K+","July 31, 2026 at 8:40:00 AM UTC+9","July 31, 2026 at 6:20:00 PM UTC+9","해고","https://trends.google.com/trends/explore?q=%ED%95%B4%EA%B3%A0&geo=KR&hl=en-US"
"삼성sdi","2K+","August 1, 2026 at 3:30:00 PM UTC+9","August 1, 2026 at 4:50:00 PM UTC+9","삼성sdi,lg에너지솔루션,l g 에너지 솔루션","https://trends.google.com/trends/explore?q=%EC%82%BC%EC%84%B1sdi&geo=KR&hl=en-US"
"유정복","1K+","July 28, 2026 at 1:20:00 PM UTC+9","July 29, 2026 at 9:30:00 AM UTC+9","유정복","https://trends.google.com/trends/explore?q=%EC%9C%A0%EC%A0%95%EB%B3%B5&geo=KR&hl=en-US"
"what is a data breach","1K+","July 30, 2026 at 2:00:00 AM UTC+9","July 31, 2026 at 5:10:00 AM UTC+9","what is a data breach","https://trends.google.com/trends/explore?q=what%20is%20a%20data%20breach&geo=KR&hl=en-US"
"latest iphone rumors","1K+","July 30, 2026 at 2:40:00 AM UTC+9","July 30, 2026 at 6:50:00 PM UTC+9","latest iphone rumors","https://trends.google.com/trends/explore?q=latest%20iphone%20rumors&geo=KR&hl=en-US"
"마이크로소프트 주가","2K+","July 30, 2026 at 6:20:00 AM UTC+9","July 31, 2026 at 10:30:00 AM UTC+9","마이크로소프트 주가,메타,메타 주가,마이크로소프트,메타 실적발표","https://trends.google.com/trends/explore?q=%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%86%8C%ED%94%84%ED%8A%B8%20%EC%A3%BC%EA%B0%80&geo=KR&hl=en-US"
"김하성","1K+","July 29, 2026 at 3:00:00 AM UTC+9","July 29, 2026 at 10:10:00 AM UTC+9","김하성","https://trends.google.com/trends/explore?q=%EA%B9%80%ED%95%98%EC%84%B1&geo=KR&hl=en-US"
"안선영","1K+","July 31, 2026 at 3:30:00 PM UTC+9","July 31, 2026 at 7:40:00 PM UTC+9","안선영","https://trends.google.com/trends/explore?q=%EC%95%88%EC%84%A0%EC%98%81&geo=KR&hl=en-US"
"박기량","200+","August 2, 2026 at 11:40:00 PM UTC+9","August 3, 2026 at 8:30:00 AM UTC+9","박기량","https://trends.google.com/trends/explore?q=%EB%B0%95%EA%B8%B0%EB%9F%89&geo=KR&hl=en-US"
"통영 시장 선거","5K+","July 28, 2026 at 12:50:00 PM UTC+9","July 28, 2026 at 3:30:00 PM UTC+9","통영 시장 선거","https://trends.google.com/trends/explore?q=%ED%86%B5%EC%98%81%20%EC%8B%9C%EC%9E%A5%20%EC%84%A0%EA%B1%B0&geo=KR&hl=en-US"
"송도동","1K+","July 30, 2026 at 6:40:00 AM UTC+9","July 30, 2026 at 8:40:00 PM UTC+9","송도동","https://trends.google.com/trends/explore?q=%EC%86%A1%EB%8F%84%EB%8F%99&geo=KR&hl=en-US"
"tennis scores today","1K+","July 29, 2026 at 11:30:00 PM UTC+9","July 30, 2026 at 6:30:00 PM UTC+9","tennis scores today","https://trends.google.com/trends/explore?q=tennis%20scores%20today&geo=KR&hl=en-US"
"ewc 오버워치","200+","August 2, 2026 at 8:10:00 PM UTC+9","August 3, 2026 at 4:00:00 AM UTC+9","ewc 오버워치","https://trends.google.com/trends/explore?q=ewc%20%EC%98%A4%EB%B2%84%EC%9B%8C%EC%B9%98&geo=KR&hl=en-US"
"보험","1K+","August 1, 2026 at 6:40:00 PM UTC+9","August 1, 2026 at 8:50:00 PM UTC+9","보험","https://trends.google.com/trends/explore?q=%EB%B3%B4%ED%97%98&geo=KR&hl=en-US"
"의료법","1K+","July 31, 2026 at 12:10:00 PM UTC+9","July 31, 2026 at 4:20:00 PM UTC+9","의료법","https://trends.google.com/trends/explore?q=%EC%9D%98%EB%A3%8C%EB%B2%95&geo=KR&hl=en-US"
"best shows on hbo max","1K+","July 30, 2026 at 1:50:00 AM UTC+9","July 30, 2026 at 6:30:00 PM UTC+9","best shows on hbo max","https://trends.google.com/trends/explore?q=best%20shows%20on%20hbo%20max&geo=KR&hl=en-US"
"월명공원","200+","August 2, 2026 at 8:10:00 PM UTC+9","August 3, 2026 at 8:30:00 AM UTC+9","월명공원","https://trends.google.com/trends/explore?q=%EC%9B%94%EB%AA%85%EA%B3%B5%EC%9B%90&geo=KR&hl=en-US"
"빅터 레이예스","200+","August 3, 2026 at 12:50:00 PM UTC+9","August 3, 2026 at 2:10:00 PM UTC+9","빅터 레이예스","https://trends.google.com/trends/explore?q=%EB%B9%85%ED%84%B0%20%EB%A0%88%EC%9D%B4%EC%98%88%EC%8A%A4&geo=KR&hl=en-US"
"광주 대 천안시티","1K+","July 29, 2026 at 6:30:00 PM UTC+9","July 30, 2026 at 2:00:00 AM UTC+9","광주 대 천안시티","https://trends.google.com/trends/explore?q=%EA%B4%91%EC%A3%BC%20%EB%8C%80%20%EC%B2%9C%EC%95%88%EC%8B%9C%ED%8B%B0&geo=KR&hl=en-US"
"양민혁","1K+","July 31, 2026 at 6:10:00 AM UTC+9","July 31, 2026 at 4:20:00 PM UTC+9","양민혁","https://trends.google.com/trends/explore?q=%EC%96%91%EB%AF%BC%ED%98%81&geo=KR&hl=en-US"
"아스날","500+","August 2, 2026 at 1:20:00 AM UTC+9","August 2, 2026 at 9:30:00 AM UTC+9","아스날,지로나 대 아스널","https://trends.google.com/trends/explore?q=%EC%95%84%EC%8A%A4%EB%82%A0&geo=KR&hl=en-US"
"world's tallest buildings","1K+","July 30, 2026 at 2:20:00 AM UTC+9","July 30, 2026 at 6:30:00 PM UTC+9","world's tallest buildings","https://trends.google.com/trends/explore?q=world%27s%20tallest%20buildings&geo=KR&hl=en-US"
"순천대학교","1K+","July 31, 2026 at 5:00:00 PM UTC+9","August 1, 2026 at 4:40:00 PM UTC+9","순천대학교,국립목포대학교","https://trends.google.com/trends/explore?q=%EC%88%9C%EC%B2%9C%EB%8C%80%ED%95%99%EA%B5%90&geo=KR&hl=en-US"
"산골총각 영웅","2K+","July 29, 2026 at 10:20:00 AM UTC+9","July 29, 2026 at 8:40:00 PM UTC+9","산골총각 영웅,김도훈,산골 총각 영웅,차승원","https://trends.google.com/trends/explore?q=%EC%82%B0%EA%B3%A8%EC%B4%9D%EA%B0%81%20%EC%98%81%EC%9B%85&geo=KR&hl=en-US"
"수에즈","1K+","July 31, 2026 at 12:30:00 PM UTC+9","July 31, 2026 at 5:20:00 PM UTC+9","수에즈","https://trends.google.com/trends/explore?q=%EC%88%98%EC%97%90%EC%A6%88&geo=KR&hl=en-US"
"lionel messi","500+","August 2, 2026 at 11:10:00 AM UTC+9","August 2, 2026 at 1:10:00 PM UTC+9","lionel messi","https://trends.google.com/trends/explore?q=lionel%20messi&geo=KR&hl=en-US"
"토트넘 홋스퍼 fc","1K+","August 3, 2026 at 6:40:00 AM UTC+9","August 3, 2026 at 7:40:00 AM UTC+9","토트넘 홋스퍼 fc,로베르토 데 제르비,로베르토 데 제르 비","https://trends.google.com/trends/explore?q=%ED%86%A0%ED%8A%B8%EB%84%98%20%ED%99%8B%EC%8A%A4%ED%8D%BC%20fc&geo=KR&hl=en-US"
"경찰대","500+","August 1, 2026 at 7:20:00 AM UTC+9","August 1, 2026 at 6:40:00 PM UTC+9","경찰대","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%B0%B0%EB%8C%80&geo=KR&hl=en-US"
"세계테마기행","1K+","July 30, 2026 at 9:30:00 AM UTC+9","July 30, 2026 at 8:10:00 PM UTC+9","세계테마기행","https://trends.google.com/trends/explore?q=%EC%84%B8%EA%B3%84%ED%85%8C%EB%A7%88%EA%B8%B0%ED%96%89&geo=KR&hl=en-US"
"김태군","1K+","July 29, 2026 at 9:50:00 PM UTC+9","July 31, 2026 at 10:00:00 AM UTC+9","김태군,삼성 기아","https://trends.google.com/trends/explore?q=%EA%B9%80%ED%83%9C%EA%B5%B0&geo=KR&hl=en-US"
"아성 다이 소","2K+","July 30, 2026 at 3:20:00 PM UTC+9","July 30, 2026 at 6:20:00 PM UTC+9","아성 다이 소,아성다이소","https://trends.google.com/trends/explore?q=%EC%95%84%EC%84%B1%20%EB%8B%A4%EC%9D%B4%20%EC%86%8C&geo=KR&hl=en-US"
"구마유시","500+","July 31, 2026 at 3:20:00 PM UTC+9","August 1, 2026 at 5:50:00 AM UTC+9","구마유시","https://trends.google.com/trends/explore?q=%EA%B5%AC%EB%A7%88%EC%9C%A0%EC%8B%9C&geo=KR&hl=en-US"
"000660","5K+","July 28, 2026 at 4:50:00 PM UTC+9","July 28, 2026 at 6:20:00 PM UTC+9","000660,skhy,koru","https://trends.google.com/trends/explore?q=000660&geo=KR&hl=en-US"
"학교 폭력","500+","July 31, 2026 at 8:20:00 AM UTC+9","July 31, 2026 at 8:10:00 PM UTC+9","학교 폭력","https://trends.google.com/trends/explore?q=%ED%95%99%EA%B5%90%20%ED%8F%AD%EB%A0%A5&geo=KR&hl=en-US"
"what is a heat dome","500+","July 29, 2026 at 6:20:00 PM UTC+9","July 30, 2026 at 6:10:00 PM UTC+9","what is a heat dome","https://trends.google.com/trends/explore?q=what%20is%20a%20heat%20dome&geo=KR&hl=en-US"
"공매도","2K+","July 29, 2026 at 11:50:00 AM UTC+9","July 29, 2026 at 3:30:00 PM UTC+9","공매도","https://trends.google.com/trends/explore?q=%EA%B3%B5%EB%A7%A4%EB%8F%84&geo=KR&hl=en-US"
"공군사관학교","500+","August 1, 2026 at 7:00:00 AM UTC+9","August 1, 2026 at 5:10:00 PM UTC+9","공군사관학교","https://trends.google.com/trends/explore?q=%EA%B3%B5%EA%B5%B0%EC%82%AC%EA%B4%80%ED%95%99%EA%B5%90&geo=KR&hl=en-US"
"상장지수펀드","1K+","July 30, 2026 at 3:20:00 PM UTC+9","July 30, 2026 at 11:20:00 PM UTC+9","상장지수펀드","https://trends.google.com/trends/explore?q=%EC%83%81%EC%9E%A5%EC%A7%80%EC%88%98%ED%8E%80%EB%93%9C&geo=KR&hl=en-US"
"며느리","1K+","July 31, 2026 at 11:40:00 AM UTC+9","July 31, 2026 at 1:50:00 PM UTC+9","며느리","https://trends.google.com/trends/explore?q=%EB%A9%B0%EB%8A%90%EB%A6%AC&geo=KR&hl=en-US"
"lck","2K+","July 30, 2026 at 7:40:00 PM UTC+9","July 30, 2026 at 11:40:00 PM UTC+9","lck","https://trends.google.com/trends/explore?q=lck&geo=KR&hl=en-US"
"대한통운","1K+","July 28, 2026 at 3:40:00 PM UTC+9","July 29, 2026 at 9:00:00 AM UTC+9","대한통운","https://trends.google.com/trends/explore?q=%EB%8C%80%ED%95%9C%ED%86%B5%EC%9A%B4&geo=KR&hl=en-US"
"cryptocurrency trading","500+","July 30, 2026 at 1:50:00 AM UTC+9","July 31, 2026 at 6:40:00 AM UTC+9","cryptocurrency trading","https://trends.google.com/trends/explore?q=cryptocurrency%20trading&geo=KR&hl=en-US"
"sony","1K+","July 28, 2026 at 7:10:00 PM UTC+9","July 29, 2026 at 1:50:00 PM UTC+9","sony","https://trends.google.com/trends/explore?q=sony&geo=KR&hl=en-US"
"에스피지","1K+","July 28, 2026 at 10:30:00 PM UTC+9","July 30, 2026 at 9:30:00 AM UTC+9","에스피지","https://trends.google.com/trends/explore?q=%EC%97%90%EC%8A%A4%ED%94%BC%EC%A7%80&geo=KR&hl=en-US"
"롯데 자이언츠","2K+","July 30, 2026 at 5:20:00 PM UTC+9","July 30, 2026 at 8:40:00 PM UTC+9","롯데 자이언츠","https://trends.google.com/trends/explore?q=%EB%A1%AF%EB%8D%B0%20%EC%9E%90%EC%9D%B4%EC%96%B8%EC%B8%A0&geo=KR&hl=en-US"
"브로드컴","2K+","July 29, 2026 at 6:10:00 AM UTC+9","July 29, 2026 at 10:00:00 AM UTC+9","브로드컴","https://trends.google.com/trends/explore?q=%EB%B8%8C%EB%A1%9C%EB%93%9C%EC%BB%B4&geo=KR&hl=en-US"
"kdb생명","200+","August 2, 2026 at 11:00:00 AM UTC+9","August 2, 2026 at 6:00:00 PM UTC+9","kdb생명","https://trends.google.com/trends/explore?q=kdb%EC%83%9D%EB%AA%85&geo=KR&hl=en-US"
"김원훈","500+","July 31, 2026 at 10:00:00 PM UTC+9","August 1, 2026 at 2:50:00 PM UTC+9","김원훈","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%9B%90%ED%9B%88&geo=KR&hl=en-US"
"아이온큐","1K+","July 28, 2026 at 11:00:00 AM UTC+9","July 29, 2026 at 6:20:00 AM UTC+9","아이온큐","https://trends.google.com/trends/explore?q=%EC%95%84%EC%9D%B4%EC%98%A8%ED%81%90&geo=KR&hl=en-US"
"김요한","200+","August 2, 2026 at 6:10:00 AM UTC+9","August 2, 2026 at 11:00:00 PM UTC+9","김요한","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%9A%94%ED%95%9C&geo=KR&hl=en-US"
"lottery results today","500+","July 29, 2026 at 11:30:00 PM UTC+9","July 30, 2026 at 6:00:00 PM UTC+9","lottery results today","https://trends.google.com/trends/explore?q=lottery%20results%20today&geo=KR&hl=en-US"
"조재호","500+","July 31, 2026 at 6:20:00 PM UTC+9","August 1, 2026 at 4:40:00 AM UTC+9","조재호","https://trends.google.com/trends/explore?q=%EC%A1%B0%EC%9E%AC%ED%98%B8&geo=KR&hl=en-US"
"공동 명의","1K+","July 29, 2026 at 10:40:00 AM UTC+9","July 29, 2026 at 3:40:00 PM UTC+9","공동 명의","https://trends.google.com/trends/explore?q=%EA%B3%B5%EB%8F%99%20%EB%AA%85%EC%9D%98&geo=KR&hl=en-US"
"네이마르","2K+","August 2, 2026 at 11:10:00 AM UTC+9","August 2, 2026 at 12:20:00 PM UTC+9","네이마르","https://trends.google.com/trends/explore?q=%EB%84%A4%EC%9D%B4%EB%A7%88%EB%A5%B4&geo=KR&hl=en-US"
"주성엔지니어링","500+","July 30, 2026 at 3:40:00 PM UTC+9","July 31, 2026 at 9:00:00 AM UTC+9","주성엔지니어링","https://trends.google.com/trends/explore?q=%EC%A3%BC%EC%84%B1%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%EB%A7%81&geo=KR&hl=en-US"
"disneyland ticket prices","500+","July 30, 2026 at 3:30:00 AM UTC+9","July 30, 2026 at 6:20:00 PM UTC+9","disneyland ticket prices","https://trends.google.com/trends/explore?q=disneyland%20ticket%20prices&geo=KR&hl=en-US"
"프로포폴","500+","July 30, 2026 at 6:40:00 PM UTC+9","July 31, 2026 at 8:00:00 AM UTC+9","프로포폴","https://trends.google.com/trends/explore?q=%ED%94%84%EB%A1%9C%ED%8F%AC%ED%8F%B4&geo=KR&hl=en-US"
"구조조정","500+","July 31, 2026 at 2:20:00 PM UTC+9","July 31, 2026 at 7:20:00 PM UTC+9","구조조정","https://trends.google.com/trends/explore?q=%EA%B5%AC%EC%A1%B0%EC%A1%B0%EC%A0%95&geo=KR&hl=en-US"
"김현정","200+","August 1, 2026 at 12:10:00 PM UTC+9","August 1, 2026 at 5:50:00 PM UTC+9","김현정","https://trends.google.com/trends/explore?q=%EA%B9%80%ED%98%84%EC%A0%95&geo=KR&hl=en-US"
"liverpool vs wrexham","1K+","July 30, 2026 at 8:00:00 AM UTC+9","July 30, 2026 at 1:20:00 PM UTC+9","liverpool vs wrexham","https://trends.google.com/trends/explore?q=liverpool%20vs%20wrexham&geo=KR&hl=en-US"
"가덕도신공항","1K+","July 29, 2026 at 5:20:00 PM UTC+9","July 30, 2026 at 9:10:00 AM UTC+9","가덕도신공항","https://trends.google.com/trends/explore?q=%EA%B0%80%EB%8D%95%EB%8F%84%EC%8B%A0%EA%B3%B5%ED%95%AD&geo=KR&hl=en-US"
"샌디스크","1K+","July 30, 2026 at 11:10:00 PM UTC+9","July 31, 2026 at 9:40:00 AM UTC+9","샌디스크,샌디스크 주가","https://trends.google.com/trends/explore?q=%EC%83%8C%EB%94%94%EC%8A%A4%ED%81%AC&geo=KR&hl=en-US"
"uap","500+","August 1, 2026 at 11:30:00 PM UTC+9","August 2, 2026 at 1:50:00 AM UTC+9","uap","https://trends.google.com/trends/explore?q=uap&geo=KR&hl=en-US"
"포스코","200+","August 3, 2026 at 7:00:00 AM UTC+9","August 3, 2026 at 8:30:00 AM UTC+9","포스코","https://trends.google.com/trends/explore?q=%ED%8F%AC%EC%8A%A4%EC%BD%94&geo=KR&hl=en-US"
"국민건강보험공단","1K+","July 30, 2026 at 1:10:00 PM UTC+9","July 30, 2026 at 8:00:00 PM UTC+9","국민건강보험공단","https://trends.google.com/trends/explore?q=%EA%B5%AD%EB%AF%BC%EA%B1%B4%EA%B0%95%EB%B3%B4%ED%97%98%EA%B3%B5%EB%8B%A8&geo=KR&hl=en-US"
"삼성전자 주가","5K+","July 29, 2026 at 12:40:00 PM UTC+9","July 29, 2026 at 3:00:00 PM UTC+9","삼성전자 주가,삼전 주가,필라델피아 반도체 지수,하이닉스주가,삼성 주가,삼성주가","https://trends.google.com/trends/explore?q=%EC%82%BC%EC%84%B1%EC%A0%84%EC%9E%90%20%EC%A3%BC%EA%B0%80&geo=KR&hl=en-US"
"netherlands vs nepal","1K+","July 29, 2026 at 6:10:00 PM UTC+9","July 30, 2026 at 1:10:00 AM UTC+9","netherlands vs nepal,ned vs nep","https://trends.google.com/trends/explore?q=netherlands%20vs%20nepal&geo=KR&hl=en-US"
"함양울산고속도로","500+","July 28, 2026 at 7:50:00 PM UTC+9","July 29, 2026 at 2:30:00 PM UTC+9","함양울산고속도로","https://trends.google.com/trends/explore?q=%ED%95%A8%EC%96%91%EC%9A%B8%EC%82%B0%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C&geo=KR&hl=en-US"
"한남더힐아파트","500+","July 31, 2026 at 4:00:00 PM UTC+9","July 31, 2026 at 7:10:00 PM UTC+9","한남더힐아파트","https://trends.google.com/trends/explore?q=%ED%95%9C%EB%82%A8%EB%8D%94%ED%9E%90%EC%95%84%ED%8C%8C%ED%8A%B8&geo=KR&hl=en-US"
"롤","2K+","July 29, 2026 at 12:30:00 AM UTC+9","July 29, 2026 at 1:20:00 PM UTC+9","롤,리그오브레전드,리그 오브 레전드,롤 점검","https://trends.google.com/trends/explore?q=%EB%A1%A4&geo=KR&hl=en-US"
"사학연금","200+","August 3, 2026 at 7:10:00 AM UTC+9","August 3, 2026 at 8:30:00 AM UTC+9","사학연금","https://trends.google.com/trends/explore?q=%EC%82%AC%ED%95%99%EC%97%B0%EA%B8%88&geo=KR&hl=en-US"
"nc","500+","July 31, 2026 at 8:40:00 PM UTC+9","August 1, 2026 at 5:40:00 AM UTC+9","nc","https://trends.google.com/trends/explore?q=nc&geo=KR&hl=en-US"
"미국 증권거래위원회","500+","July 30, 2026 at 12:20:00 PM UTC+9","July 31, 2026 at 8:20:00 AM UTC+9","미국 증권거래위원회","https://trends.google.com/trends/explore?q=%EB%AF%B8%EA%B5%AD%20%EC%A6%9D%EA%B6%8C%EA%B1%B0%EB%9E%98%EC%9C%84%EC%9B%90%ED%9A%8C&geo=KR&hl=en-US"
"존 존스","500+","July 30, 2026 at 2:20:00 PM UTC+9","July 31, 2026 at 6:40:00 AM UTC+9","존 존스","https://trends.google.com/trends/explore?q=%EC%A1%B4%20%EC%A1%B4%EC%8A%A4&geo=KR&hl=en-US"
"정지선","200+","August 2, 2026 at 6:00:00 PM UTC+9","August 2, 2026 at 7:40:00 PM UTC+9","정지선","https://trends.google.com/trends/explore?q=%EC%A0%95%EC%A7%80%EC%84%A0&geo=KR&hl=en-US"
"아이스 커피","500+","July 31, 2026 at 10:20:00 AM UTC+9","August 1, 2026 at 7:40:00 AM UTC+9","아이스 커피","https://trends.google.com/trends/explore?q=%EC%95%84%EC%9D%B4%EC%8A%A4%20%EC%BB%A4%ED%94%BC&geo=KR&hl=en-US"
"에이밍 트레이드","2K+","July 30, 2026 at 9:40:00 PM UTC+9","July 31, 2026 at 4:40:00 AM UTC+9","에이밍 트레이드,비디디,kt 롤스터,kt 에이밍,지우 롤,kt롤스터,에이밍 지우,지우 에이밍","https://trends.google.com/trends/explore?q=%EC%97%90%EC%9D%B4%EB%B0%8D%20%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%93%9C&geo=KR&hl=en-US"
"제주시장","500+","July 31, 2026 at 5:50:00 PM UTC+9","August 1, 2026 at 4:50:00 AM UTC+9","제주시장","https://trends.google.com/trends/explore?q=%EC%A0%9C%EC%A3%BC%EC%8B%9C%EC%9E%A5&geo=KR&hl=en-US"
"나스닥 지수","1K+","August 1, 2026 at 6:00:00 AM UTC+9","August 1, 2026 at 8:50:00 AM UTC+9","나스닥 지수,아마존 실적발표,아마존","https://trends.google.com/trends/explore?q=%EB%82%98%EC%8A%A4%EB%8B%A5%20%EC%A7%80%EC%88%98&geo=KR&hl=en-US"
"mu","1K+","August 1, 2026 at 6:10:00 AM UTC+9","August 1, 2026 at 9:20:00 AM UTC+9","mu","https://trends.google.com/trends/explore?q=mu&geo=KR&hl=en-US"
"윤혜진","500+","August 1, 2026 at 7:30:00 AM UTC+9","August 1, 2026 at 1:30:00 PM UTC+9","윤혜진","https://trends.google.com/trends/explore?q=%EC%9C%A4%ED%98%9C%EC%A7%84&geo=KR&hl=en-US"
